customer_id,churn_risk_score
5178-LMXOP,0.879093357778377
5567-WSELE,0.8725288855537814
7216-EWTRS,0.864946136184572
4826-XTSOH,0.8597943575665168
3049-SOLAY,0.8591628178393521
9497-QCMMS,0.8463679305731969
9300-AGZNL,0.8463244500770067
8884-ADFVN,0.8452225202484617
6630-UJZMY,0.8451490220806706
1400-MMYXY,0.8449767821975601
8775-LHDJH,0.843675768020282
6861-XWTWQ,0.8435718093552327
4424-TKOPW,0.8429636611059235
2720-WGKHP,0.8420502506322556
2656-TABEH,0.8417535442066078
5150-ITWWB,0.8415249456762743
7024-OHCCK,0.8408876151542606
2725-KXXWT,0.8403363151981816
6108-OQZDQ,0.8394365986180704
3489-HHPFY,0.8382697934153586
1374-DMZUI,0.8367389526811119
9061-TIHDA,0.8364599523633084
8098-LLAZX,0.8348176664708113
8992-JQYUN,0.8338296104451013
9134-CEQMF,0.8334344827409528
2012-NWRPA,0.8322785055341569
6521-YYTYI,0.8306546685744985
0295-PPHDO,0.8304298396577913
2982-VPSGI,0.8302549679108834
8149-RSOUN,0.8300252105896163
4910-GMJOT,0.8299465771037302
0187-QSXOE,0.8290649677314933
3902-FOIGH,0.8276991103098993
6513-EECDB,0.8263149021869429
4102-OQUPX,0.8262242439709152
7851-WZEKY,0.8261528849991355
0723-DRCLG,0.8256352643965305
3158-MOERK,0.8245880297835624
8972-HJWNV,0.8242800243034207
0196-VULGZ,0.8235831635991195
4927-WWOOZ,0.8232835429385201
5192-EBGOV,0.8221749583112754
9057-SIHCH,0.8216602036153913
4086-YQSNZ,0.8212024416671764
4952-YSOGZ,0.8211336917047488
1455-UGQVH,0.8206561317762175
7668-XCFYV,0.819765916836763
3643-AHCFP,0.8193575419016995
3727-RJMEO,0.8190537524542638
3319-DWOEP,0.8190397875107609
5277-ZLOOR,0.8183331313681605
1415-YFWLT,0.816891154343347
3988-RQIXO,0.8166687728735889
7225-CBZPL,0.81660504992918
0318-QUUOB,0.816272959021243
3621-CEOVK,0.816222560885295
6688-UZPWD,0.8156617096986579
1925-TIBLE,0.8152436834843702
2265-CYWIV,0.8140580951012962
6892-EZDTG,0.8139686035887147
0107-YHINA,0.8125853725587002
2636-OHFMN,0.8124242979624853
5419-JPRRN,0.8123929378275736
5383-MMTWC,0.811501633230884
4587-VVTOX,0.8107942638245824
0897-FEGMU,0.8103881406570361
1075-BGWOH,0.8103588217320928
1069-XAIEM,0.8093066226618931
7180-PISOG,0.8088756613134167
3097-NQYSN,0.8086269023819864
3452-GWUIN,0.8074642752551008
4192-GORJT,0.8073622235490662
8161-QYMTT,0.8070244793342077
1626-ERCMM,0.8066972266405188
2446-BEGGB,0.8063833605828842
7779-LGOVN,0.8062686744617488
6023-YEBUP,0.806104596795354
7932-WPTDS,0.8057577283891241
2545-EBUPK,0.8053586401201969
2485-ITVKB,0.8052057079232219
7398-SKNQZ,0.8051478343286597
2660-EMUBI,0.8051332675011269
4912-PIGUY,0.8046579512288649
3068-OMWZA,0.8044472270500997
8382-SHQEH,0.8037573899238041
4822-RVYBB,0.80247481495692
4626-GYCZP,0.8024717339494722
6496-SLWHQ,0.8022254978570801
2737-WFVYW,0.8020348237552479
3776-EKTKM,0.8019503513306249
4929-XIHVW,0.8016532466117516
0259-GBZSH,0.8006049066622659
1724-BQUHA,0.799955106301848
5956-VKDTT,0.799766630423819
3722-WPXTK,0.7996142697525327
1455-ESIQH,0.799524965590495
7577-SWIFR,0.7995071011801217
0970-ETWGE,0.7994713687813411
3027-ZTDHO,0.7994296749530377
7274-RTAPZ,0.7993522263294777
9725-SCPZG,0.7993164732568812
7249-WBIYX,0.7986603995354918
2959-MJHIC,0.7986526469323548
3519-ZKXGG,0.7981946962495874
3793-MMFUH,0.7981505920271839
0781-LKXBR,0.7981192123134349
8414-MYSHR,0.7975904822543677
0680-DFNNY,0.7969942056660736
7943-RQCHR,0.7968702442298512
0702-PGIBZ,0.7967534081170307
7384-GHBPI,0.7966350374149066
3096-GKWEB,0.7962025625957352
5955-ERIHD,0.7959264922998245
9681-OXGVC,0.7957972442135026
6100-QQHEB,0.7954571649566072
4750-ZRXIU,0.7947633736441414
1363-TXLSL,0.7944694924407724
4847-TAJYI,0.794244926751701
0679-IDSTG,0.7939334920300236
2506-TNFCO,0.7938970223589352
2074-GKOWZ,0.7935170812638839
7181-BQYBV,0.7931117780857331
0564-JJHGS,0.7929706057978242
2034-GDRCN,0.7927192767432162
2929-ERCFZ,0.7923060858671264
9897-KXHCM,0.7914666157562178
2077-MPJQO,0.7913093424190873
8603-IJWDN,0.7911900601163764
8580-AECUZ,0.7908488568830159
8337-UPOAQ,0.7907252773088899
9282-IZGQK,0.7907153945508708
7341-LXCAF,0.7906626358833215
6567-HOOPW,0.790164269178758
3318-NMQXL,0.7885009372669197
9799-CAYJJ,0.7883221561025054
8622-ZLFKO,0.7880544165287787
2205-YMZZJ,0.7879085880694683
9334-GWGOW,0.787879754889324
3797-VTIDR,0.7877530672049896
0195-IESCP,0.7876306073368778
2865-TCHJW,0.7874731631771061
2235-DWLJU,0.7873789728521309
6350-XFYGW,0.7871987432197517
1024-GUALD,0.786905377939982
7488-MXJIV,0.7867291472077482
3473-XIIIT,0.7867164043746802
9611-CTWIH,0.7863636337555149
4548-SDBKE,0.7862589405282444
7615-ESMYF,0.7862489915971592
9189-JWSHV,0.7861534483598202
2495-INZWQ,0.7858980087909732
3320-VEOYC,0.78569508593136
6474-FVJLC,0.7852263370413783
7228-OMTPN,0.7849638660208053
1143-NMNQJ,0.7849285585098752
4695-WJZUE,0.7846826761273097
3811-VBYBZ,0.7843521422968504
8245-UMPYT,0.7838426062237085
7450-NWRTR,0.783564297502127
0375-HVGXO,0.7830490426569519
5378-IKEEG,0.7829164784350431
4115-NZRKS,0.7828393261384516
8348-HFYIV,0.7827803248830473
8739-XNIKG,0.7827300392713922
8473-VUVJN,0.7826245928535582
3551-HUAZH,0.7825297763013188
5240-IJOQT,0.7824918413194185
4988-IQIGL,0.7824096324686696
6894-LFHLY,0.7823590312589803
7508-MYBOG,0.7822713835172969
9248-OJYKK,0.7822704587049311
5445-UTODQ,0.7821422534239172
0021-IKXGC,0.782129487465298
1833-VGRUM,0.7818634896022782
3389-YGYAI,0.78179651606936
0880-TKATG,0.7816783604440072
4795-KTRTH,0.7812634466866484
3006-XIMLN,0.7810478332411322
8593-WHYHV,0.7807279339165146
7526-BEZQB,0.7806894448066782
6161-UUUTA,0.7802214664574885
9546-CQJSU,0.7800559716746904
5565-FILXA,0.7799422366617947
0684-AOSIH,0.779352650106947
9919-KNPOO,0.7788108546542061
3198-VELRD,0.7787836314758878
8185-UPYBR,0.7765430890994636
2968-SSGAA,0.7765400230489531
9957-YODKZ,0.7765312401802233
6416-TVAIH,0.7750609704945551
2990-HWIML,0.7749842745222459
1447-GIQMR,0.7749767607532668
1853-UDXBW,0.7748666065701885
1273-MTETI,0.7748229994049355
3178-FESZO,0.7748087328873502
3422-LYEPQ,0.7747369644424656
5868-YWPDW,0.7745868717118174
0754-UKWQP,0.7744369724923836
4806-HIPDW,0.7742940076555405
7890-VYYWG,0.7742232362653102
5134-IKDAY,0.7741836166364081
3329-WDIOK,0.7741589325559312
5935-FCCNB,0.7740376981036293
7044-YAACC,0.7740063029101147
0697-ZMSWS,0.7739833091705539
1624-NALOJ,0.772656573210637
5519-NPHVG,0.7724823765010981
